Easting,Northing,Moisture,Yield
592847.063,4267759.500,10.1,5484
592847.063,4267756.500,10.2,5686
592847.063,4267756.000,10.2,5733
592847.063,4267756.000,10.2,5209
592847.125,4267753.500,10.0,5352
592847.125,4267753.500,10.0,5554
592847.125,4267751.000,10.1,5392
592847.125,4267751.000,9.8,5612
592847.188,4267749.500,10.0,5433
592847.188,4267748.500,10.2,5377
592847.188,4267747.000,10.1,5372
592847.188,4267747.000,10.2,4911
592847.250,4267745.000,10.2,5316
592847.250,4267745.000,10.2,5869
592847.250,4267742.500,10.2,4673
592847.250,4267741.000,10.1,4855
592847.250,4267740.000,10.1,5058
592847.313,4267738.500,10.2,5449
592847.313,4267737.500,9.9,5220
592846.625,4267736.500,10.2,5255
592846.688,4267735.000,10.0,4874
592846.688,4267734.000,10.2,5058
592846.688,4267732.500,10.2,5139
592847.375,4267731.500,10.2,4785
592847.375,4267730.000,10.2,5184
592847.375,4267729.000,10.3,5083
592847.438,4267728.000,10.2,4926
592847.438,4267726.000,10.2,5042
592847.438,4267725.500,10.1,5423
592847.438,4267724.000,10.1,5210
592847.500,4267723.000,10.2,5214
592847.500,4267721.500,9.9,5184
592847.500,4267720.500,10.1,5098
592847.500,4267719.000,10.2,5991
592847.500,4267718.000,10.2,5128
592847.563,4267717.000,10.2,5423
592847.563,4267715.500,10.2,5214
592847.563,4267714.500,10.1,5571
592847.563,4267713.000,10.1,4683
592847.625,4267712.000,10.0,5065
592847.625,4267710.500,10.0,5190
592847.625,4267709.500,10.0,5499
592847.625,4267708.000,9.9,5180
592847.688,4267707.000,10.0,5344
592847.688,4267706.000,10.0,4947
592847.688,4267704.500,10.1,5018
592847.688,4267703.500,10.2,4795
592847.688,4267702.000,10.3,4126
592847.750,4267701.500,10.3,4976
592847.750,4267699.500,10.1,5398
592847.750,4267698.500,10.2,4658
592847.750,4267697.500,10.2,4641
592847.813,4267696.000,10.0,5246
592847.813,4267695.000,10.0,4748
592847.813,4267693.500,10.1,4739
592847.813,4267692.500,10.1,4748
592847.813,4267691.500,10.3,5281
592847.875,4267690.500,10.2,5489
592847.875,4267689.000,10.2,5072
592847.875,4267687.500,10.5,4952
592847.875,4267686.500,10.3,4816
592847.938,4267685.000,10.2,5053
592847.938,4267684.500,10.2,4855
592847.938,4267682.500,10.1,4926
592847.938,4267682.000,10.3,5022
592847.938,4267680.500,10.3,5200
592848.000,4267679.000,10.1,4706
592848.000,4267678.000,10.2,5087
592848.000,4267676.500,10.0,5275
592848.000,4267675.500,10.0,5625
592848.063,4267674.000,10.0,5153
592848.063,4267673.000,10.2,5276
592848.063,4267672.000,10.2,5363
592848.063,4267671.000,10.2,5023
592848.063,4267669.500,10.3,4801
592848.750,4267668.500,10.2,5302
592848.813,4267667.000,10.3,5391
592848.813,4267665.500,10.5,4644
592848.813,4267664.500,10.5,5182
592848.813,4267663.500,10.5,4906
592848.875,4267662.000,10.5,5078
592848.875,4267660.500,10.4,5005
592848.875,4267660.000,10.3,5424
592848.875,4267658.500,10.3,4437
592848.875,4267657.000,10.6,5704
592848.938,4267656.000,10.3,5681
592848.938,4267655.000,10.3,5814
592848.938,4267654.500,10.3,5529
592848.938,4267653.000,10.2,5199
592848.938,4267652.000,10.4,4613
592849.000,4267651.500,10.4,4893
592849.000,4267650.000,10.6,4722
592849.000,4267649.000,10.5,4888
592849.000,4267648.500,10.6,4305
592849.000,4267647.000,10.6,4246
592849.000,4267646.000,10.5,5080
592849.063,4267645.500,10.5,4764
592849.063,4267644.000,10.5,4483
592849.063,4267643.500,10.6,4592
592849.063,4267642.000,10.6,4470
592849.063,4267641.000,10.9,4577
592849.125,4267640.500,11.0,3960
592849.125,4267639.000,10.7,4010
592849.125,4267638.000,10.6,4144
592849.125,4267637.500,10.8,4047
592849.125,4267636.000,10.6,4077
592849.125,4267635.000,10.6,3641
592849.188,4267634.500,10.4,4407
592849.188,4267633.500,10.7,4667
592849.188,4267632.500,10.6,4275
592849.188,4267631.500,10.7,4222
592849.188,4267631.500,10.9,5395
592849.250,4267629.500,10.7,4533
592849.250,4267628.500,10.8,5027
592849.250,4267628.000,10.9,5223
592849.250,4267627.000,10.7,4115
592849.250,4267626.000,10.7,4600
592849.250,4267625.500,10.8,4803
592849.250,4267625.500,10.6,4486
592849.313,4267622.500,10.7,4478
592849.313,4267622.500,10.7,4315
592849.313,4267621.000,10.7,4296
592849.313,4267621.000,10.8,4395
592849.313,4267620.000,10.8,4775
592849.313,4267619.000,10.9,4792
592849.375,4267618.500,10.9,5132
592849.375,4267617.500,10.8,4138
592849.375,4267616.500,10.9,4782
592849.375,4267615.500,10.8,4305
592849.375,4267614.500,10.8,4698
592849.375,4267613.500,11.0,4338
592849.438,4267613.000,10.7,5029
592849.438,4267612.000,10.7,4654
592849.438,4267611.000,10.9,4168
592849.438,4267610.500,10.8,4483
592849.438,4267609.500,11.0,4331
592849.438,4267609.500,11.0,4116
592849.500,4267607.500,11.0,3993
592849.500,4267606.500,11.0,3814
592849.500,4267606.500,10.9,3754
592849.500,4267605.000,11.0,3855
592849.500,4267603.500,10.9,3520
592849.563,4267602.500,10.8,3676
592849.563,4267600.500,11.0,3527
592849.563,4267600.500,11.0,3853
592849.563,4267600.000,10.9,3706
592849.563,4267599.500,11.0,4493
592849.563,4267599.000,10.8,3828
592848.938,4267598.000,10.8,3810
592848.938,4267597.000,10.8,3585
592848.938,4267596.500,11.0,3629
592848.938,4267596.000,11.0,3830
592848.938,4267595.000,11.4,3695
592848.938,4267594.000,11.1,4115
592849.000,4267593.500,11.1,4660
592849.000,4267593.000,11.3,3698
592849.000,4267591.500,11.3,3922
592849.000,4267591.000,11.3,3835
592849.000,4267590.500,11.3,4040
592849.000,4267589.500,11.2,3819
592849.000,4267588.500,11.2,3224
592849.063,4267586.500,11.0,3567
592849.063,4267586.500,11.0,3725
592849.063,4267585.500,11.3,3980
592849.063,4267585.000,11.4,3573
592849.063,4267585.000,11.1,3539
592849.125,4267582.500,11.2,3222
592849.125,4267582.000,11.3,3545
592849.125,4267581.000,11.3,3675
592849.125,4267580.000,11.0,3506
592849.125,4267579.500,11.1,3535
592849.125,4267578.000,11.2,3548
592849.188,4267577.000,11.3,3633
592849.188,4267575.000,11.5,3755
592849.188,4267575.000,11.8,3837
592849.188,4267574.000,11.6,3927
592849.188,4267573.000,11.4,3935
592849.250,4267572.000,11.2,3572
592849.250,4267570.000,11.1,3587
592849.250,4267570.000,11.3,3753
592849.250,4267569.000,11.3,3424
592849.250,4267568.000,11.3,3528
592849.313,4267566.500,11.2,3270
592849.313,4267565.500,11.4,3457
592849.313,4267564.500,11.3,3385
592849.313,4267563.500,11.6,3583
592849.313,4267562.000,11.4,3470
592849.375,4267561.000,11.4,3534
592849.375,4267560.000,11.2,3974
592849.375,4267558.500,11.2,3933
592849.375,4267558.000,11.2,3613
592849.375,4267556.500,11.3,3599
592849.438,4267555.000,11.4,3573
592849.438,4267554.500,11.3,3796
592849.438,4267553.000,11.4,3435
592849.438,4267552.500,11.4,3431
592849.438,4267551.000,11.3,2866
592849.500,4267549.500,11.3,3161
592849.500,4267549.000,11.3,3063
592850.188,4267547.500,11.1,2979
592849.500,4267546.500,11.4,2933
592849.563,4267545.000,11.3,3171
592849.563,4267544.000,11.2,3045
592849.563,4267543.000,11.2,3428
592849.563,4267541.500,11.2,3267
592849.563,4267540.500,11.2,3444
592849.625,4267539.000,11.1,3406
592849.625,4267538.500,10.9,3183
592849.625,4267537.000,11.0,3284
592849.625,4267536.000,11.0,3512
592849.625,4267535.000,11.1,3198
592850.313,4267533.500,11.1,3098
592850.313,4267533.000,11.1,3574
592850.375,4267531.500,11.1,3239
592850.375,4267530.500,11.1,3140
592850.375,4267529.000,11.2,2989
592850.375,4267528.000,11.2,2505
592850.438,4267527.000,11.3,2975
592850.438,4267525.500,11.3,3079
592850.438,4267524.500,11.3,2922
592850.438,4267523.500,11.3,2966
592850.438,4267522.000,11.3,2461
592850.500,4267521.000,11.5,2661
592850.500,4267519.500,11.6,2658
592850.500,4267518.500,11.3,2621
592850.500,4267517.000,11.4,2830
592850.563,4267516.500,11.4,2464
592850.563,4267515.000,11.3,2381
592850.563,4267513.500,11.2,2856
592850.563,4267512.500,11.4,2673
592850.563,4267511.000,11.5,2632
592850.625,4267510.000,11.4,2804
592850.625,4267509.000,11.1,2262
592850.625,4267508.000,11.1,2733
592850.625,4267506.500,11.5,2960
592818.125,4267501.000,11.1,1152
592818.125,4267502.000,11.3,1192
592818.125,4267504.000,11.4,1150
592818.063,4267505.500,11.4,1146
592818.063,4267508.000,11.4,1107
592818.063,4267509.000,11.5,2382
592818.000,4267511.500,11.5,2252
592818.688,4267512.500,11.5,2681
592818.625,4267513.500,11.4,2804
592818.625,4267514.000,11.6,2584
592818.625,4267515.000,11.6,2480
592818.625,4267516.000,11.6,2592
592818.625,4267517.000,11.7,2669
592818.625,4267518.000,11.8,2492
592818.563,4267519.500,11.6,2920
592818.563,4267520.000,11.8,3072
592819.250,4267521.500,11.6,2878
592819.188,4267522.500,11.6,3425
592819.188,4267524.000,11.8,3326
592819.188,4267525.000,11.8,3088
592819.188,4267526.500,11.7,3196
592819.125,4267527.500,11.7,3487
592819.125,4267528.500,11.7,3375
592819.125,4267530.000,11.6,3745
592819.125,4267531.000,11.4,3821
592819.125,4267532.500,11.5,3895
592819.063,4267533.500,11.6,3815
592819.063,4267535.000,11.6,3661
592819.063,4267536.000,11.6,3666
592819.000,4267539.000,11.6,4122
592819.000,4267540.000,11.6,4137
592819.000,4267541.500,11.6,4218
592819.000,4267542.500,11.5,3818
592819.000,4267542.500,11.4,4187
592818.938,4267544.500,11.4,4178
592818.938,4267546.000,11.4,4134
592818.938,4267547.000,11.4,4389
592818.938,4267547.000,11.4,4198
592818.938,4267548.500,11.3,4486
592818.875,4267551.000,11.4,4191
592818.875,4267552.500,11.1,4470
592818.875,4267553.500,11.2,4114
592818.813,4267555.000,11.1,3930
592818.813,4267556.000,11.2,4119
592818.813,4267556.000,11.1,4803
592818.813,4267557.500,11.1,4355
592818.813,4267557.500,11.1,4305
592818.813,4267559.500,11.1,4478
592818.750,4267562.000,11.1,4433
592818.750,4267562.000,11.1,4346
592818.750,4267563.500,11.1,4206
592818.688,4267566.000,10.8,3933
592818.688,4267567.000,11.0,4359
592818.688,4267568.500,11.1,4241
592818.688,4267569.500,10.9,4713
592818.000,4267571.000,11.1,4336
592818.000,4267571.000,11.1,5023
592818.000,4267572.000,11.0,4650
592818.000,4267572.000,10.7,8684
592817.938,4267575.500,11.1,8514
592817.938,4267577.000,11.1,4203
592817.938,4267577.000,11.0,3986
592817.875,4267578.000,11.1,6520
592817.875,4267578.000,11.2,6769
592817.875,4267582.000,10.8,7222
592817.875,4267582.000,10.7,3761
592817.875,4267583.000,10.7,7823
592817.813,4267583.500,11.0,9539
592817.813,4267583.500,10.8,9673
592817.813,4267586.000,10.8,9957
592817.813,4267586.500,10.8,2467
592817.750,4267590.000,10.8,4085
592817.750,4267590.000,10.7,9103
592817.750,4267594.000,10.7,8967
592817.750,4267594.000,10.8,4313
592817.688,4267597.000,10.8,6171
592817.688,4267599.500,10.8,3218
592817.625,4267600.500,10.8,5861
592817.625,4267602.500,10.8,2771
592818.250,4267603.500,10.8,2380
592817.563,4267606.500,10.8,4853
592817.563,4267608.500,10.5,5140
592817.500,4267614.000,10.4,5184
592818.125,4267614.000,10.6,2738
592817.438,4267616.000,10.8,5196
592818.125,4267617.500,10.7,5515
592818.063,4267621.000,10.7,4917
592818.063,4267624.500,10.5,8683
592818.063,4267624.500,10.7,3572
592818.063,4267624.500,10.6,6346
592817.313,4267627.000,10.6,6284
592818.000,4267627.500,10.6,1518
592818.625,4267630.500,10.7,1697
592817.938,4267631.000,10.6,4293
592817.938,4267633.000,10.6,3815
592818.563,4267634.500,10.7,4291
592817.875,4267636.000,10.8,2146
592818.563,4267638.500,10.6,1966
592817.875,4267638.500,10.8,2187
592817.813,4267641.000,10.8,2104
592818.500,4267644.000,10.8,3801
592818.500,4267644.000,10.8,2149
592818.500,4267644.000,10.6,3938
592818.500,4267644.000,10.5,7824
592818.438,4267647.000,10.7,7766
592817.750,4267648.500,10.8,4151
592817.750,4267648.500,10.7,4323
592817.750,4267651.000,10.4,8275
592817.688,4267653.500,10.8,8920
592817.688,4267653.500,10.9,4197
592817.688,4267653.500,11.1,3637
592817.688,4267656.000,10.9,4493
592817.688,4267656.000,10.8,3957
592817.000,4267658.000,10.8,4547
592817.625,4267659.000,10.7,2352
592816.938,4267660.500,10.7,2502
592817.563,4267664.000,10.6,2587
592816.875,4267666.000,10.5,2684
592817.500,4267668.000,10.5,2732
592817.500,4267670.500,10.5,4876
592817.500,4267670.500,10.5,9523
592816.813,4267673.000,10.6,5351
592817.438,4267674.000,10.6,5048
592817.438,4267675.500,10.6,9448
592817.438,4267677.000,10.5,9495
592817.438,4267678.000,10.6,4639
592816.750,4267679.500,10.6,4675
592816.688,4267680.500,10.3,8840
592816.688,4267682.000,10.1,10100
592816.688,4267682.000,10.2,4993
592816.688,4267684.500,10.3,4734
592816.688,4267685.000,10.4,2712
592816.688,4267685.000,10.3,2270
592816.688,4267685.000,10.3,5104
592816.625,4267690.000,10.4,8268
592816.563,4267692.000,10.2,4642
592815.875,4267696.000,10.1,4445
592815.875,4267696.000,10.0,4762
592815.813,4267699.000,10.2,2288
592815.813,4267703.000,10.2,2485
592815.813,4267703.000,10.1,4860
592816.438,4267705.500,10.3,4855
592816.438,4267707.000,10.3,5146
592816.438,4267707.000,10.2,4889
592816.375,4267708.000,10.2,4770
592816.375,4267710.500,10.0,2695
592816.375,4267712.000,10.0,2246
592816.313,4267715.500,10.1,2406
592815.625,4267718.000,10.0,4445
592815.563,4267721.000,10.2,2466
592815.563,4267721.000,10.3,4739
592815.563,4267723.500,10.2,4736
592816.188,4267725.000,10.2,4779
592816.188,4267726.500,10.2,4707
592816.188,4267727.500,10.3,4450
592816.125,4267729.500,10.1,4803
592816.125,4267729.500,10.1,5028
592816.125,4267732.000,10.1,4546
592816.125,4267733.000,10.1,4977
592816.063,4267735.000,10.1,4710
592816.063,4267736.000,9.9,4477
592816.063,4267737.500,9.9,4211
592816.063,4267737.500,9.9,4654
592816.000,4267740.000,10.1,4775
592816.000,4267741.000,10.3,4589
592816.000,4267742.500,10.3,4265
592816.000,4267743.500,10.3,4458
592816.000,4267745.000,10.3,4574
592816.000,4267745.000,10.3,4861
592815.938,4267748.000,10.1,4445
592815.938,4267749.000,10.1,4277
592815.875,4267750.500,10.1,4608
592815.875,4267751.500,10.0,4479
592815.875,4267753.000,10.0,4329
592815.875,4267754.000,9.9,4636
592815.875,4267755.500,9.9,4841
592815.813,4267757.000,9.9,5070
592815.813,4267758.000,9.9,4953
592815.813,4267759.500,9.9,4875
592815.813,4267760.500,10.1,4865
592815.750,4267762.000,10.2,4997
592815.750,4267763.000,10.1,4217
592815.750,4267764.500,10.2,4992
592815.750,4267766.000,10.1,4300
592815.688,4267767.000,10.1,4472
592815.688,4267768.500,10.0,4595
592815.688,4267770.000,9.9,4592
592815.688,4267771.000,10.0,4329
592815.625,4267772.500,10.0,4752
592815.625,4267773.500,10.0,4393
592815.625,4267775.000,10.1,4860
592815.625,4267776.000,10.1,5016
592815.563,4267777.500,10.3,4505
592815.563,4267779.000,10.3,4976
592815.563,4267780.000,10.3,5113
592815.563,4267781.500,10.1,4932
592815.563,4267782.500,10.2,4845
592815.500,4267784.000,10.3,4417
592815.500,4267785.000,10.2,5210
592815.500,4267786.500,10.0,4913
592815.500,4267787.500,10.2,5109
592815.438,4267789.500,10.0,5323
592815.438,4267790.000,9.9,5566
592815.438,4267792.000,9.9,5137
592815.438,4267793.000,9.8,5382
592815.375,4267794.500,9.9,5178
592815.375,4267795.500,10.2,5182
592815.375,4267797.000,10.2,4739
592815.375,4267798.500,10.0,4640
592815.313,4267799.000,10.3,4558
592815.313,4267801.000,10.3,5293
592815.313,4267802.000,10.2,4734
592815.313,4267803.500,10.1,5016
592815.250,4267804.500,10.1,4973
592815.250,4267806.000,10.0,4900
592815.250,4267807.000,9.9,4654
592815.250,4267808.500,9.7,4527
592815.250,4267809.500,9.8,4152
592815.188,4267811.000,9.9,4509
592815.188,4267812.000,9.9,3547
592815.188,4267813.500,9.9,3777
592815.188,4267814.500,9.9,4196
592815.125,4267815.500,9.9,3641
592815.125,4267817.000,10.0,3602
592815.125,4267818.500,9.9,3942
592815.125,4267819.500,9.9,4367
592815.063,4267821.000,10.0,4315
592815.063,4267822.500,10.0,4617
592815.063,4267823.000,10.0,4661
592815.063,4267824.500,10.0,4836
592815.063,4267826.000,10.0,4710
592815.000,4267827.000,10.1,5098
592815.000,4267828.500,9.9,4310
592815.000,4267829.500,9.9,4499
592815.000,4267831.000,10.0,4743
592814.938,4267832.000,10.0,5165
592814.938,4267833.000,10.0,4636
592814.938,4267834.000,10.0,5018
592814.938,4267835.500,10.1,4805
592814.938,4267836.500,10.0,5146
592814.875,4267837.500,10.0,5317
592814.875,4267838.500,10.0,5088
592814.875,4267839.500,9.9,5492
592814.875,4267840.500,9.8,5570
592814.875,4267842.000,10.0,5669
592814.813,4267842.500,10.2,5043
592814.813,4267843.500,10.2,5542
592814.813,4267845.000,10.2,5415
592814.813,4267845.500,10.2,5433
592814.813,4267847.000,10.2,5431
592814.750,4267848.000,10.0,5378
592814.750,4267849.000,10.1,5267
592814.750,4267850.500,10.0,5168
592814.750,4267851.500,10.1,5179
592814.750,4267852.500,10.2,4921
592814.688,4267853.500,10.2,4835
592814.688,4267855.000,10.3,4816
592814.688,4267856.500,10.3,5548
592814.688,4267857.500,10.2,4823
592814.625,4267858.500,10.1,4721
592814.625,4267859.500,10.3,10149
592814.625,4267861.000,10.2,9612
592814.625,4267862.000,10.4,4116
592815.250,4267862.500,10.5,3817
592815.250,4267864.500,10.2,3180
592815.250,4267865.000,10.2,2462
592815.250,4267866.000,10.4,1581
592815.188,4267867.500,10.4,1175
592815.188,4267868.000,10.3,746
592815.188,4267869.500,10.3,463
592839.063,4267873.500,10.3,1839
592839.125,4267872.000,10.3,2236
592839.125,4267872.000,10.2,2582
592839.125,4267870.000,10.3,2494
592839.188,4267866.000,10.2,2548
592839.188,4267863.500,10.0,2748
592839.188,4267863.000,10.0,2579
592839.188,4267861.500,10.3,2304
592839.250,4267859.500,10.4,4523
592839.250,4267859.500,10.3,4286
592839.313,4267856.000,10.6,4451
592839.313,4267855.000,10.4,4249
592839.313,4267854.000,10.2,4384
592838.688,4267852.500,10.3,4730
592838.688,4267851.000,10.2,4885
592838.688,4267850.000,10.0,4524
592839.375,4267849.000,10.0,4514
592838.688,4267847.500,10.0,5064
592838.750,4267846.500,10.2,4664
592838.750,4267845.000,10.2,4602
592839.438,4267844.000,10.1,4916
592838.750,4267843.000,10.2,5538
592838.813,4267841.500,10.2,4729
592839.438,4267840.500,10.0,4650
592839.500,4267839.000,10.0,4728
592839.500,4267838.000,9.8,4889
592839.500,4267836.500,9.8,4960
592839.500,4267836.000,9.9,4880
592839.563,4267834.500,9.9,5337
592839.563,4267833.500,10.2,5053
592839.563,4267832.000,10.0,4840
592839.563,4267830.500,10.0,4835
592839.563,4267829.500,10.1,4957
592839.625,4267828.500,10.0,5302
592839.625,4267827.500,10.0,5307
592839.625,4267826.000,9.8,5286
592839.625,4267825.000,9.8,4574
592839.688,4267823.500,9.8,5298
592839.688,4267822.000,9.8,5012
592839.688,4267821.000,10.1,5062
592839.688,4267820.000,10.3,5272
592839.688,4267819.000,10.1,5219
592839.750,4267817.500,10.0,5331
592839.750,4267816.500,9.9,5108
592839.750,4267815.000,10.1,5499
592839.750,4267814.000,10.0,5401
592839.813,4267813.000,10.0,5120
592839.813,4267811.500,9.9,5503
592839.813,4267810.500,10.0,4969
592839.813,4267809.500,10.1,5750
592839.813,4267808.500,10.1,4647
592839.875,4267807.000,10.1,5058
592839.875,4267805.500,10.0,5751
592839.875,4267805.000,10.2,5340
592839.875,4267804.000,10.1,5246
592839.875,4267802.500,10.1,5163
592839.875,4267802.500,10.0,5561
592839.938,4267799.500,10.0,5156
592839.938,4267799.500,10.2,5832
592839.938,4267797.500,10.2,4897
592839.938,4267797.500,10.2,5431
592840.000,4267796.000,10.2,5565
592840.000,4267794.500,10.1,5302
592840.000,4267793.500,10.2,5198
592840.000,4267792.000,10.1,5486
592840.063,4267791.000,10.1,5506
592840.063,4267789.500,10.1,5322
592840.063,4267787.000,10.0,5183
592840.063,4267787.000,10.0,5561
592840.125,4267785.000,10.2,5105
592840.125,4267785.000,10.0,5517
592840.125,4267783.500,9.9,5387
592840.125,4267782.500,9.9,5552
592840.125,4267781.000,9.9,5402
592840.188,4267780.000,9.9,5438
592840.188,4267778.500,10.1,4974
592840.188,4267777.500,10.3,5485
592840.188,4267776.000,10.2,5266
592840.250,4267775.000,10.1,5377
592840.250,4267773.500,10.3,5370
592840.250,4267772.500,10.2,5764
592840.250,4267771.500,10.2,5059
592840.250,4267770.000,10.2,5545
592840.313,4267769.000,10.1,5298
592840.313,4267767.500,10.1,6162
592840.313,4267766.500,10.1,5512
592840.313,4267766.500,10.2,5372
592840.375,4267764.500,10.1,5283
592840.375,4267763.000,10.0,5392
592840.375,4267761.500,10.0,5377
592840.375,4267760.500,9.9,5537
592840.375,4267759.000,10.0,5282
592840.375,4267759.000,10.0,5849
592840.438,4267756.500,10.1,5705
592840.438,4267756.000,10.2,5431
592840.438,4267754.500,10.3,5435
592840.438,4267754.500,10.2,5555
592840.500,4267752.000,10.3,5510
592840.500,4267750.500,10.2,5069
592840.500,4267749.500,10.3,5024
592840.500,4267748.500,10.2,5636
592840.563,4267747.000,10.2,4885
592840.563,4267745.500,10.2,4881
592840.563,4267745.000,10.2,5000
592840.563,4267743.500,10.1,4553
592840.625,4267742.000,10.1,4925
592840.625,4267741.000,10.2,5069
592840.625,4267741.000,10.2,4691
592840.625,4267738.500,10.1,4663
592840.625,4267737.500,10.2,4125
592840.688,4267736.500,10.2,3882
592840.688,4267735.000,10.0,4760
592840.688,4267734.000,10.2,4235
592840.688,4267732.500,10.2,4557
592840.750,4267731.000,10.2,4353
592840.750,4267730.500,10.2,4087
592840.750,4267729.000,10.3,4211
592840.750,4267728.000,10.3,4667
592840.813,4267726.000,10.3,4211
592840.813,4267725.500,10.3,4489
592840.813,4267724.000,10.1,4488
592840.813,4267723.000,10.0,4514
592840.813,4267721.500,10.0,4617
592840.875,4267720.000,10.1,4701
592840.875,4267719.000,10.1,4636
592840.875,4267717.500,10.0,4850
592840.875,4267717.000,10.2,4608
592840.938,4267715.500,10.2,5049
592840.938,4267714.500,10.3,4831
592840.938,4267713.000,10.2,4439
592840.313,4267712.000,10.1,5089
592840.313,4267710.500,10.1,4310
592840.313,4267709.000,10.2,4627
592840.313,4267708.000,10.1,5283
592840.375,4267706.500,10.2,4682
592840.375,4267705.500,10.2,5114
592840.375,4267704.000,10.2,5049
592840.375,4267703.000,10.2,4567
592840.438,4267701.500,10.3,4399
592840.438,4267701.000,10.3,4841
592840.438,4267699.500,10.2,4483
592841.125,4267698.000,10.3,4683
592841.125,4267697.000,10.2,4804
592841.125,4267695.500,10.1,4766
592841.125,4267694.500,10.1,4332
592841.188,4267693.000,10.2,5296
592841.188,4267692.500,10.2,5974
592841.188,4267691.500,10.3,5173
592841.188,4267690.000,10.6,4217
592841.250,4267689.000,10.3,4848
592841.250,4267688.000,10.4,4353
592841.250,4267687.000,10.3,4484
592841.250,4267686.000,10.7,4426
592841.250,4267685.000,10.2,3707
592841.313,4267683.500,10.2,4394
592841.313,4267682.500,10.2,4505
592841.313,4267681.500,10.2,4246
592841.313,4267680.000,10.2,4414
592841.313,4267678.500,10.2,4227
592841.375,4267678.000,10.2,4283
592841.375,4267676.000,10.1,4358
592841.375,4267675.500,10.2,4227
592841.375,4267674.000,10.2,4758
592841.375,4267673.000,10.0,4412
592841.438,4267672.000,10.0,4910
592841.438,4267670.500,10.0,4361
592841.438,4267669.500,10.2,4581
592841.438,4267668.000,10.1,4585
592841.500,4267667.000,10.0,4568
592841.500,4267666.000,9.8,4784
592841.500,4267665.000,10.0,4728
592841.500,4267663.500,9.9,4828
592841.500,4267662.000,10.0,4901
592841.563,4267661.000,9.9,4712
592841.563,4267660.000,10.0,4916
592841.563,4267658.500,10.1,5088
592841.563,4267657.500,10.0,4127
592841.625,4267656.500,9.9,4551
592841.625,4267655.000,9.9,4787
592841.625,4267654.000,9.8,4930
592841.625,4267653.000,9.8,4749
592841.625,4267651.500,10.0,4677
592841.688,4267650.500,10.3,4400
592841.688,4267649.500,10.2,3996
592841.688,4267648.500,10.5,6014
592841.688,4267647.500,10.5,5765
592841.688,4267646.500,10.3,5134
592841.750,4267645.500,10.5,4129
592841.750,4267645.000,10.7,3739
592841.750,4267644.000,10.4,4764
592841.750,4267643.000,10.6,4598
592841.750,4267642.500,10.6,4451
592841.750,4267641.500,10.5,3670
592841.750,4267640.500,10.5,3863
592841.813,4267639.500,10.9,3750
592841.813,4267638.500,10.7,3752
592841.813,4267637.500,10.8,3448
592841.813,4267637.000,10.8,4112
592841.813,4267635.500,10.7,3689
592841.875,4267634.500,10.7,4162
592841.875,4267634.000,10.8,4059
592841.875,4267633.000,10.6,4328
592841.875,4267632.000,10.6,4420
592841.875,4267631.000,10.6,4519
592841.875,4267630.000,10.6,4579
592841.938,4267629.000,10.7,4220
592841.938,4267628.000,10.7,3699
592841.938,4267627.000,10.7,3778
592841.938,4267626.500,10.7,4352
592841.938,4267625.000,10.8,4172
592842.000,4267623.500,10.8,4079
592842.000,4267623.000,10.9,3597
592842.000,4267621.500,10.8,3718
592842.000,4267621.000,10.9,4395
592842.000,4267619.500,11.1,4416
592842.063,4267618.500,11.1,4334
592842.063,4267617.500,10.8,4347
592842.063,4267617.500,10.8,8154
592842.063,4267615.500,10.7,4173
592842.063,4267615.000,10.9,4482
592842.063,4267613.500,10.9,3696
592842.125,4267612.500,10.8,3942
592842.125,4267612.000,11.0,4126
592842.125,4267611.000,11.0,3985
592842.125,4267610.000,11.1,3959
592842.125,4267609.000,11.0,3854
592842.125,4267609.000,11.0,3266
592842.188,4267607.000,10.9,3296
592842.188,4267606.500,10.8,3392
592842.188,4267604.500,10.8,1607
592842.188,4267603.000,11.1,3348
592842.188,4267603.000,11.1,3042
592842.250,4267602.000,11.0,3556
592842.250,4267601.500,11.0,3741
592842.250,4267601.500,10.9,3276
592842.250,4267599.500,10.8,3358
592842.938,4267599.000,10.9,3581
592842.938,4267597.000,10.8,3534
592842.938,4267597.000,11.0,3322
592842.938,4267596.000,11.1,3397
592843.000,4267594.500,11.1,3340
592843.000,4267594.500,11.1,3227
592843.000,4267593.000,11.1,2837
592843.000,4267593.000,11.1,3572
592843.000,4267592.000,11.0,3657
592843.000,4267592.000,11.2,3700
592843.000,4267590.500,10.8,3320
592843.063,4267589.500,11.0,3759
592843.063,4267588.500,11.1,3384
592843.063,4267587.500,11.1,3500
592843.063,4267587.500,11.1,3068
592843.063,4267586.500,11.1,3550
592843.063,4267585.000,11.1,3916
592843.063,4267585.000,10.8,3723
592843.125,4267584.000,10.9,3368
592842.438,4267583.000,11.1,3259
592842.438,4267582.000,11.2,3671
592842.438,4267581.500,11.2,4109
592842.500,4267580.500,11.1,3521
592842.500,4267579.500,11.4,3088
592842.500,4267579.500,11.2,3322
592842.500,4267578.000,11.1,2755
592842.500,4267578.000,11.2,3628
592842.500,4267576.500,11.2,3576
592842.563,4267575.500,11.1,3171
592842.563,4267575.500,11.1,3507
592842.563,4267574.000,11.0,3056
592842.563,4267573.000,11.1,2908
592842.563,4267572.000,11.1,2981
592842.563,4267571.000,11.1,3086
592842.625,4267570.000,11.2,3783
