Longitude,Latitude,ECto30,ECto100,Easting,Northing
-121.940649,38.553139,20.4,39.8,592306.25,4267721.5
-121.940649,38.553128,20.3,39.7,592306.25,4267720.5
-121.940649,38.553117,20.1,39.9,592306.313,4267719
-121.940649,38.553101,20.2,39.7,592306.313,4267717.5
-121.940649,38.553078,21,40.6,592306.375,4267715
-121.94065,38.552947,20.9,42.8,592306.5,4267700.5
-121.94065,38.552924,20.9,44.7,592306.563,4267698
-121.94065,38.552904,21.3,43.6,592306.563,4267695.5
-121.94065,38.552876,21.5,42.6,592306.625,4267692.5
-121.94065,38.55284,21.3,42.4,592306.625,4267688.5
-121.94065,38.552819,21.3,41.8,592306.688,4267686
-121.94065,38.552807,21.3,45,592306.688,4267685
-121.94065,38.552794,21.6,45,592306.688,4267683.5
-121.94065,38.552782,21.7,45.6,592306.75,4267682
-121.94065,38.552757,21.7,43.4,592306.75,4267679.5
-121.94065,38.552733,21.8,44.2,592306.813,4267677
-121.94065,38.55272,22.6,44.6,592306.813,4267675
-121.94065,38.552704,22.8,44.9,592306.813,4267673.5
-121.94065,38.552675,22.6,45.9,592306.875,4267670
-121.940649,38.55265,21.8,40.1,592306.875,4267667.5
-121.94065,38.552638,22.5,48.3,592306.875,4267666
-121.94065,38.552622,22.8,45.1,592306.938,4267664.5
-121.94065,38.552595,21.5,45,592306.938,4267661
-121.94065,38.552572,21.3,43.4,592307,4267658.5
-121.94065,38.55256,21.7,42.9,592307,4267657.5
-121.94065,38.552544,21.4,45.6,592307,4267655.5
-121.94065,38.552516,21.5,44.4,592307.063,4267652.5
-121.94065,38.552492,21.2,44.4,592307.125,4267649.5
-121.940651,38.55248,21.8,44.3,592307.125,4267648.5
-121.940651,38.552457,22,45.3,592307.125,4267646
-121.940651,38.55243,21.4,43.6,592307.188,4267643
-121.940651,38.552415,21.6,43.3,592307.188,4267641
-121.94065,38.552404,22.7,45,592307.188,4267640
-121.94065,38.552393,22.5,45,592307.188,4267639
-121.94065,38.552378,22.2,47.1,592307.25,4267637.5
-121.940653,38.552143,20.3,43.8,592307.563,4267611
-121.940653,38.552122,22,45.9,592307.563,4267608.5
-121.940652,38.5521,22,46.3,592307.563,4267606.5
-121.940652,38.552086,21.3,48.1,592307.625,4267605
-121.940652,38.552071,21.3,46.8,592307.625,4267603
-121.940652,38.552051,21.9,47.1,592307.688,4267601
-121.940652,38.55203,21.9,46.2,592307.688,4267598.5
-121.940651,38.552017,21.5,44.7,592307.688,4267597
-121.940652,38.552004,21.3,44,592307.688,4267596
-121.940652,38.55195,20.1,42.3,592307.813,4267589.5
-121.940653,38.551926,20.7,40.2,592307.813,4267587
-121.940652,38.551906,20.5,41.3,592307.813,4267585
-121.940652,38.551886,20.5,43.1,592307.875,4267583
-121.940653,38.551865,20.3,40.9,592307.875,4267580.5
-121.940653,38.551852,21.3,44.1,592307.938,4267579
-121.940653,38.551838,21.8,42.5,592307.938,4267577.5
-121.940653,38.551817,22.4,44.5,592307.938,4267575
-121.940653,38.551796,23.1,46.3,592308,4267572.5
-121.940653,38.551782,22,44.3,592308,4267571
-121.940653,38.551768,23.1,44.6,592308,4267569.5
-121.940653,38.551747,22.9,45.5,592308.063,4267567
-121.940653,38.551727,21.7,43.5,592308.063,4267565
-121.940653,38.551713,22.1,42.6,592308.063,4267563.5
-121.940652,38.5517,22.2,43.1,592308.125,4267562
-121.940652,38.551683,22,45.3,592308.125,4267560
-121.940652,38.551673,22.9,42.5,592308.125,4267559
-121.940653,38.551662,22.6,42.2,592308.125,4267558
-121.940653,38.551594,22.5,37.7,592308.25,4267550
-121.940653,38.551565,22.7,38.7,592308.25,4267547
-121.940653,38.55154,22.6,39.1,592308.313,4267544.5
-121.940653,38.551519,22.9,44.8,592308.313,4267542
-121.940654,38.551501,23.9,46.3,592308.375,4267540
-121.940654,38.551487,22.5,36,592308.375,4267538.5
-121.940653,38.551466,22.3,35.6,592308.375,4267536.5
-121.940653,38.551408,22.9,41.5,592308.5,4267529.5
-121.940653,38.551398,22.2,41.8,592308.5,4267528.5
-121.940654,38.551382,22.7,27.7,592308.5,4267526.5
-121.940655,38.551356,22.6,43.3,592307.875,4267524
-121.940655,38.551335,23.1,44.9,592307.938,4267521.5
-121.940655,38.551316,23,27.6,592307.938,4267519.5
-121.940655,38.551301,23.9,44.8,592307.938,4267517.5
-121.940655,38.551272,24.8,49,592308,4267514.5
-121.940655,38.551255,25.7,49.5,592308,4267512.5
-121.940654,38.551173,23.7,40.6,592308.75,4267503.5
-121.940655,38.55116,25.2,-24,592308.125,4267502
-121.940656,38.551138,24.3,37.3,592308.188,4267500
-121.940656,38.55112,20.4,-29,592308.188,4267497.5
-121.940655,38.551111,16.2,0.5,592308.188,4267496.5
-121.940655,38.551099,15.6,-25,592308.188,4267495
-121.940796,38.551105,26.2,51.8,592296.25,4267496
-121.940796,38.551115,26.9,49.6,592296.25,4267497
-121.940796,38.551123,26.5,48.4,592296.188,4267498
-121.940797,38.551127,26.2,48.1,592296.188,4267498.5
-121.940797,38.551134,25.6,48.8,592296.188,4267499
-121.940797,38.551141,25.5,45.6,592296.188,4267499.5
-121.940797,38.551149,25.7,45.8,592296.188,4267500.5
-121.940797,38.55116,25.9,46.4,592296.188,4267502
-121.940796,38.551169,26.6,45,592296.125,4267503
-121.940796,38.551183,26.6,44.6,592296.125,4267504.5
-121.940796,38.551199,25.3,47.1,592296.125,4267506.5
-121.940797,38.551212,25.8,45.3,592296.125,4267508
-121.940797,38.551221,25.1,44.7,592296.063,4267508.5
-121.940796,38.551227,24.3,44.7,592296.063,4267509.5
-121.940796,38.551236,23.4,42.5,592296.063,4267510.5
-121.940796,38.551242,23.4,42.1,592296.063,4267511
-121.940796,38.551251,22.8,40.9,592296.063,4267512
-121.940796,38.551263,22.6,39.5,592296.063,4267513.5
-121.940796,38.551276,23.6,42.2,592296,4267515
-121.940796,38.551285,23.1,41.6,592296,4267516
-121.940796,38.551294,23,40.6,592296,4267516.5
-121.940796,38.55131,21.9,40.3,592296,4267519
-121.940796,38.551325,21.4,42.3,592295.938,4267520.5
-121.940795,38.551332,22.4,42.3,592295.938,4267521
-121.940795,38.551345,23.6,44.6,592295.938,4267522.5
-121.940795,38.551363,20.9,43.3,592295.875,4267524.5
-121.940795,38.551384,21.7,43.8,592295.875,4267527
-121.940795,38.551408,22.2,42.7,592295.875,4267529.5
-121.940795,38.551425,20.3,43.6,592295.813,4267531.5
-121.940795,38.551438,19,49,592295.813,4267532.5
-121.940795,38.551445,21.9,43.7,592295.813,4267533.5
-121.940795,38.551454,20.7,47.1,592295.813,4267534.5
-121.940795,38.551469,20.9,45.5,592295.75,4267536
-121.940794,38.551481,22.4,42.9,592295.75,4267537.5
-121.940794,38.551543,21.9,44.9,592295.688,4267544.5
-121.940793,38.55156,21.2,45.6,592295.625,4267546.5
-121.940793,38.55157,21.3,45.8,592295.625,4267547.5
-121.940793,38.55158,20.8,48.1,592295.625,4267548.5
-121.940793,38.551593,21.4,46.7,592295.625,4267550
-121.940793,38.551602,20.7,45.3,592295.625,4267551
-121.940793,38.551611,20.1,46.6,592295.563,4267552
-121.940793,38.551624,19.7,45.1,592295.563,4267553.5
-121.940794,38.551636,19.7,44.1,592295.563,4267554.5
-121.940794,38.551645,19.8,42.3,592295.563,4267555.5
-121.940794,38.551653,20.3,40.9,592295.563,4267557
-121.940794,38.551665,19.6,41.3,592295.5,4267558
-121.940794,38.551674,19,42,592295.5,4267559
-121.940794,38.55168,18.4,41.4,592295.5,4267560
-121.940794,38.551687,17.7,46.1,592295.5,4267560
-121.940793,38.551695,20.4,45.8,592295.5,4267561.5
-121.940793,38.551707,19.5,46.5,592295.438,4267563
-121.940793,38.551715,19.9,44.8,592295.438,4267563.5
-121.940794,38.551832,17.7,42.8,592295.313,4267576.5
-121.940794,38.551843,17.5,41.4,592295.313,4267577.5
-121.940793,38.551852,18.2,40.4,592295.25,4267579
-121.940793,38.551859,19.8,40.5,592295.25,4267579.5
-121.940793,38.551867,19.8,40.8,592295.25,4267580.5
-121.940793,38.551873,19.9,42.6,592295.25,4267581
-121.940793,38.55188,19.9,43,592295.25,4267582
-121.940793,38.551891,19.3,44.3,592295.25,4267583
-121.940793,38.551906,19.4,44.2,592295.188,4267585
-121.940793,38.551929,19.4,44.6,592295.188,4267587.5
-121.940793,38.55195,18.5,46.2,592295.188,4267589.5
-121.940793,38.551968,19.2,46.8,592295.125,4267591.5
-121.940794,38.551988,18.8,45.8,592295.125,4267593.5
-121.940794,38.552001,18.6,49.5,592295.063,4267595.5
-121.940793,38.552019,18.7,49.3,592295.063,4267597
-121.940793,38.55204,18.8,47.7,592295.063,4267599.5
-121.940793,38.55205,19.6,49.9,592295,4267601
-121.940793,38.552056,20.2,49.9,592295,4267601.5
-121.940793,38.552071,19.9,49,592295,4267603
-121.940793,38.552089,19.9,47.9,592295,4267605
-121.940793,38.552103,19,50.4,592294.938,4267606.5
-121.940792,38.552124,17.6,46.3,592295.625,4267609
-121.940792,38.552146,18.3,43.8,592295.563,4267611.5
-121.940792,38.55216,18.7,42.5,592295.563,4267612.5
-121.940792,38.552179,19.6,45.4,592295.5,4267615
-121.940791,38.552201,19.6,45.4,592295.5,4267617.5
-121.940791,38.552217,19.4,45.2,592295.5,4267619
-121.940791,38.552227,18.6,45,592295.438,4267620.5
-121.940792,38.552234,18.5,43,592295.438,4267621
-121.940792,38.552244,17.7,43.5,592295.438,4267622
-121.940792,38.552251,17.9,40.3,592295.438,4267623
-121.940792,38.552259,18.4,41.6,592295.438,4267624
-121.940792,38.552266,19.6,43,592295.438,4267624.5
-121.940792,38.552276,19.2,44.4,592295.375,4267626
-121.940791,38.552289,19.2,45.8,592295.375,4267627
-121.94079,38.552307,20.2,44.6,592295.375,4267629.5
-121.94079,38.552332,20.2,46.9,592295.313,4267632
-121.940791,38.552361,19.7,48.8,592295.313,4267635
-121.940791,38.552387,18.8,48.3,592295.25,4267638
-121.940791,38.552408,18.8,45.2,592295.25,4267640.5
-121.940791,38.552424,20.8,44.7,592295.188,4267642.5
-121.940791,38.552432,21,46.1,592295.188,4267643
-121.940791,38.55244,20.6,48,592295.188,4267644
-121.94079,38.552487,21.5,48.8,592295.125,4267649
-121.94079,38.552547,21.3,48.9,592295.063,4267656
-121.94079,38.552563,20.6,49.5,592295.063,4267657.5
-121.940791,38.552575,19.7,47.8,592295,4267659
-121.940791,38.552582,20.6,47.6,592295,4267659.5
-121.94079,38.552592,20.7,45.5,592295,4267661
-121.94079,38.552607,19.5,43.1,592295,4267662.5
-121.94079,38.552661,19.5,48.1,592294.938,4267668.5
-121.94079,38.552675,19,48.4,592294.875,4267670
-121.94079,38.552688,19.7,47.6,592294.875,4267671.5
-121.94079,38.552706,20.3,49.7,592294.875,4267673.5
-121.94079,38.552727,22.3,49.4,592294.813,4267676
-121.94079,38.552737,22.2,48.2,592294.813,4267677
-121.94079,38.552743,20.6,41.7,592294.813,4267677.5
-121.94079,38.552757,20.2,40.1,592294.813,4267679
-121.94079,38.552773,18.5,48.1,592294.75,4267681
-121.94079,38.552781,19.1,44.3,592294.75,4267681.5
-121.94079,38.552789,19.8,47.2,592294.75,4267682.5
-121.94079,38.552798,19.7,47.6,592294.75,4267684
-121.940791,38.552876,20.5,43.7,592294.625,4267692.5
-121.940791,38.552902,19.9,53,592294.625,4267695.5
-121.940791,38.552922,20.1,51.6,592294.563,4267697.5
-121.940791,38.552938,20.1,49.9,592294.563,4267699
-121.940791,38.552953,20.7,47.7,592294.563,4267701
-121.940791,38.552963,21.9,46.8,592294.5,4267702
-121.940791,38.552971,20.6,46.8,592294.5,4267703
-121.940791,38.552981,20.8,47.1,592294.5,4267704
-121.940791,38.552989,21,48.6,592294.5,4267705
-121.940792,38.552997,21.1,48.1,592294.5,4267706
-121.940791,38.553052,20.7,43.8,592294.438,4267712
-121.940791,38.553073,19.2,44.9,592294.375,4267714.5
-121.940791,38.553089,18.8,45.8,592294.375,4267716
-121.940791,38.553101,18.7,43.9,592294.375,4267717.5
-121.940791,38.553119,18.6,42.9,592294.313,4267719.5
-121.940791,38.553137,19,44.7,592294.313,4267721.5
-121.940791,38.553156,20.3,42.7,592294.25,4267723.5
-121.940791,38.553174,20,41.1,592294.25,4267725.5
-121.940791,38.553185,19,41.4,592294.25,4267726.5
-121.94079,38.553202,18.6,43.7,592294.188,4267728.5
-121.940791,38.553217,18.6,43.4,592294.188,4267730.5
-121.940791,38.553225,19,44.6,592294.188,4267731.5
-121.940791,38.553236,18.9,44,592294.188,4267732
-121.940791,38.553255,18.1,45.7,592294.125,4267734
-121.940791,38.553271,18.8,45.6,592294.125,4267736.5
-121.940791,38.553286,18.3,44.1,592294.125,4267738
-121.940791,38.553307,18.7,42.5,592294.063,4267740
-121.940791,38.553327,18.6,42.2,592294.063,4267742.5
-121.940791,38.553338,19.1,42.4,592294.063,4267743.5
-121.940792,38.553392,18.6,45,592294,4267749.5
-121.940791,38.553417,17.9,42.7,592293.938,4267752.5
-121.940791,38.55343,17.6,42.6,592293.938,4267753.5
-121.94079,38.553437,18.9,41.2,592293.938,4267754.5
-121.94079,38.553445,19.3,41.2,592293.938,4267755.5
-121.94079,38.553455,18.8,42.8,592293.875,4267756.5
-121.94079,38.553526,17.7,44.7,592293.813,4267764.5
-121.94079,38.553546,18.1,47.3,592293.75,4267767
-121.94079,38.553561,17.8,46.7,592293.75,4267768.5
-121.94079,38.553592,16.9,47.6,592293.75,4267772
-121.940791,38.553607,18.3,47.1,592293.688,4267773.5
-121.940791,38.553622,19.2,44.5,592293.688,4267775.5
-121.940791,38.553635,20.8,46.2,592293.688,4267776.5
-121.940791,38.553645,19.4,47.7,592293.625,4267778
-121.940789,38.553762,18.9,47.3,592293.5,4267790.5
-121.940789,38.553783,18.3,42.7,592293.5,4267793
-121.940789,38.553796,17.8,44.1,592293.438,4267794.5
-121.940789,38.553806,18.5,43.9,592293.438,4267795.5
-121.940789,38.553822,19,44.9,592293.438,4267797.5
-121.940789,38.553838,18.7,42.1,592293.438,4267799
-121.940789,38.553846,18.4,44.6,592293.375,4267800
-121.940789,38.553857,18.4,45.6,592293.375,4267801
-121.940789,38.553875,18.3,46.3,592293.375,4267803
-121.940788,38.553891,19.1,46.3,592293.313,4267805
-121.940789,38.553899,19.1,44.4,592293.313,4267806
-121.940789,38.55391,18.1,49.1,592293.313,4267807
-121.940789,38.553925,16.9,50.4,592293.313,4267808.5
-121.940789,38.553935,16.5,47,592293.25,4267810
-121.940788,38.553988,18.7,48.4,592293.188,4267816
-121.940788,38.554006,18.7,48.4,592293.188,4267817.5
-121.940788,38.554031,18.1,47.8,592293.188,4267820.5
-121.940789,38.55405,17.6,47.1,592293.125,4267822.5
-121.940789,38.554059,17,47.2,592293.125,4267823.5
-121.940789,38.554068,16.9,47.2,592293.125,4267825
-121.940789,38.55408,16.7,46,592293.125,4267826
-121.940789,38.554089,17.4,43.8,592293.063,4267827
-121.940789,38.554101,19.6,42.7,592293.063,4267828
-121.940789,38.554119,19.4,44.4,592293.063,4267830.5
-121.940789,38.554137,19.7,43.1,592293,4267832.5
-121.940789,38.55415,20,39.6,592293,4267833.5
-121.940788,38.554159,20.1,41.3,592293,4267834.5
-121.940788,38.554173,19.2,39.8,592293,4267836.5
-121.940788,38.554182,18.6,39.8,592292.938,4267837
-121.940787,38.554195,18.9,42,592292.938,4267839
-121.940787,38.55425,18.6,44.4,592292.875,4267844.5
-121.940787,38.554278,18.9,44.8,592292.813,4267848
-121.940787,38.554296,18.9,46,592292.813,4267850
-121.940787,38.554308,19.1,46.6,592292.813,4267851.5
-121.940787,38.55432,18.5,46,592292.813,4267853
-121.940787,38.554326,19.6,44.8,592292.813,4267853
-121.940787,38.554346,20.8,45.1,592292.75,4267855.5
-121.940788,38.554373,18.9,42.8,592292.75,4267858.5
-121.940787,38.554395,16.2,-29,592292.688,4267861
-121.940908,38.554392,21.3,40.9,592282.063,4267860.5
-121.940907,38.554383,21.5,48.4,592282.063,4267859.5
-121.940908,38.554375,21.3,48,592282.063,4267858.5
-121.940908,38.554369,20,50.5,592282.063,4267858
-121.940909,38.55436,19.8,50.5,592282.125,4267857
-121.94091,38.55435,21.6,50,592282.125,4267856
-121.940909,38.554335,21.4,47.4,592282.125,4267854.5
-121.940909,38.55432,22.4,48.6,592282.125,4267852.5
-121.940909,38.554312,21.6,45.7,592282.188,4267852
-121.940909,38.554307,20.6,46.2,592282.188,4267851
-121.940909,38.554293,20.4,50.2,592282.188,4267849.5
-121.94091,38.554272,19.4,50.2,592282.188,4267847
-121.94091,38.554256,20,44.6,592282.25,4267845.5
-121.94091,38.554245,20,42.2,592282.25,4267844
-121.94091,38.554235,20.1,43.4,592282.25,4267843
-121.94091,38.55422,19.7,43.8,592282.313,4267841
-121.94091,38.554204,19.2,46.1,592282.313,4267839.5
-121.94091,38.554194,18.5,47.2,592282.313,4267838.5
-121.940911,38.554183,18.2,46.2,592282.313,4267837.5
-121.940911,38.554167,18,43.8,592282.375,4267835.5
-121.940911,38.554151,18.5,43.2,592282.375,4267833.5
-121.940911,38.55414,19,48.7,592282.375,4267832.5
-121.94091,38.554129,20.1,50.1,592282.375,4267831.5
-121.94091,38.554112,20.1,50.3,592282.438,4267829.5
-121.94091,38.554095,21,51,592282.438,4267827.5
-121.94091,38.554083,20.9,48.5,592282.438,4267826.5
-121.94091,38.554072,19.4,47.3,592282.438,4267825
-121.94091,38.554053,19.3,43.1,592282.5,4267823
-121.94091,38.554037,20.6,41.1,592282.5,4267821
-121.940911,38.554029,21.2,-24,592282.5,4267820
-121.940911,38.554018,19.4,46.9,592282.563,4267819
-121.940911,38.553999,17.8,48.4,592282.563,4267817
-121.940911,38.553983,17.8,46.6,592282.563,4267815
-121.940911,38.553974,17.3,46.7,592282.625,4267814
-121.940911,38.553963,18.9,-24,592282.625,4267813
-121.94091,38.553942,19.1,45.8,592282.625,4267810.5
-121.940911,38.553923,19.2,51,592282.688,4267808.5
-121.940911,38.553914,19.7,49.3,592282.688,4267807.5
-121.940911,38.553901,19.4,42.6,592282.688,4267806
-121.940911,38.553878,19.1,43.4,592282.688,4267803.5
-121.940911,38.553858,19.3,48.3,592282.75,4267801.5
-121.940911,38.553848,20,50.5,592282.75,4267800
-121.940911,38.553835,20.7,52.6,592282.75,4267799
-121.940911,38.553812,22.5,48.7,592282.813,4267796
-121.940912,38.553792,22.9,47.9,592282.813,4267794
-121.940912,38.553781,23,51.8,592282.813,4267792.5
-121.940912,38.553767,23.2,51.8,592282.875,4267791.5
-121.940911,38.553743,21.9,49,592282.875,4267788.5
-121.940911,38.553722,21.1,53.7,592282.938,4267786
-121.940911,38.553712,21.2,51.4,592282.938,4267785
-121.940911,38.553651,22.3,43.1,592283,4267778
-121.940911,38.553641,21.5,43.6,592283,4267777.5
-121.940912,38.553584,22.9,46,592283.063,4267771
-121.940912,38.553574,22.9,42.8,592283.125,4267769.5
-121.940913,38.55356,22.3,41.9,592283.125,4267768
-121.940913,38.553537,22.1,43.7,592283.125,4267765.5
-121.940913,38.55352,22,45.6,592283.188,4267763.5
-121.940913,38.5535,21.6,45.1,592283.188,4267761.5
-121.940912,38.55347,21.1,46.6,592283.25,4267758
-121.940912,38.55345,21.8,46,592283.25,4267756
-121.940912,38.55344,21.6,45,592283.25,4267755
-121.940912,38.553426,20.6,40.6,592283.313,4267753
-121.940912,38.553404,20.7,38.5,592283.313,4267751
-121.940912,38.553384,21.4,42.6,592283.375,4267748.5
-121.940912,38.553374,20.6,42.6,592283.375,4267747.5
-121.940912,38.553361,20.8,44.4,592283.375,4267746
-121.940912,38.553339,21.9,45.8,592283.438,4267743.5
-121.940912,38.553319,21.4,44.7,592283.438,4267741.5
-121.940912,38.553309,19.9,44.7,592283.438,4267740.5
-121.940913,38.553295,19.3,44.9,592283.438,4267739
-121.940913,38.553271,20.4,43.2,592283.5,4267736
-121.940913,38.553251,21.2,43.1,592283.5,4267733.5
-121.940913,38.553241,20.8,44.4,592283.5,4267733
-121.940913,38.553228,21,46.8,592283.563,4267731
-121.940913,38.553205,20.7,43.6,592283.563,4267728.5
-121.940913,38.553185,21.1,47.8,592283.625,4267726.5
-121.940913,38.553176,21.1,47.8,592283.625,4267725.5
-121.940913,38.553167,20.9,45.8,592283.625,4267724.5
-121.940913,38.55315,20.9,44.8,592283.625,4267722.5
-121.940913,38.553134,20.8,45.5,592283.688,4267721
-121.940913,38.553074,18.8,44.2,592283.75,4267714
-121.940913,38.553055,21.5,46.3,592283.75,4267712
-121.940913,38.552957,21.1,47.9,592283.875,4267701
-121.940913,38.552926,20.3,49.3,592283.938,4267697.5
-121.940913,38.5529,20.4,48.2,592284,4267694.5
-121.940913,38.552885,20.1,48.2,592284,4267693
-121.940913,38.552871,18.8,43.3,592284,4267692
-121.940913,38.552847,19.1,43.3,592284.063,4267689
-121.940913,38.55282,19.7,47.1,592284.063,4267686
-121.940914,38.552801,20.7,47.6,592284.125,4267683.5
-121.940914,38.552788,20.6,46.1,592284.125,4267682.5
-121.940913,38.552775,20.9,46.3,592284.125,4267681
-121.940913,38.552757,21.9,46.7,592284.125,4267679
-121.940913,38.552738,21.7,47.7,592284.188,4267677
-121.940913,38.552725,21.6,48.4,592284.188,4267675.5
-121.940913,38.552711,21.9,50.1,592284.188,4267674
-121.940913,38.552687,22.1,50.2,592284.25,4267671.5
-121.940912,38.552667,23.2,50.2,592284.25,4267669
-121.940912,38.552656,21.1,49.6,592284.313,4267667.5
-121.940912,38.552642,20.7,47,592284.313,4267666.5
-121.940913,38.552616,20.9,47,592284.313,4267663.5
-121.940913,38.552593,20.6,50.4,592284.375,4267661
-121.940913,38.552582,20.4,48.7,592284.375,4267659.5
-121.940912,38.552567,19.6,45.5,592284.375,4267658
-121.940912,38.552542,18.1,50.4,592284.438,4267655.5
-121.940912,38.552524,18.3,49.7,592284.438,4267653.5
-121.940913,38.552501,18.8,49.3,592284.5,4267650.5
-121.940913,38.552468,19,53.1,592284.5,4267647
-121.940914,38.552447,19.5,50.3,592284.563,4267645
-121.940914,38.552437,19.6,50.3,592284.563,4267643.5
-121.940914,38.552422,19.6,46.1,592284.563,4267642
-121.940915,38.552398,19.5,45.6,592283.938,4267639.5
-121.940915,38.552378,19.7,48.1,592283.938,4267637
-121.940915,38.552368,19.3,48.4,592284,4267636
-121.940915,38.552354,18.8,47.1,592284,4267634
-121.940915,38.552332,18.1,48.1,592284,4267632
-121.940915,38.552314,16.9,51.7,592284.063,4267630
-121.940915,38.552305,16.4,45.8,592284.063,4267628.5
-121.940914,38.552292,16.8,43.3,592284.75,4267627.5
-121.940914,38.552271,17.7,43.3,592284.75,4267625.5
-121.940914,38.552253,18.4,50.8,592284.813,4267623
-121.940914,38.552244,18.4,51.5,592284.813,4267622
-121.940914,38.552235,20.3,49.2,592284.813,4267621
-121.940914,38.552227,19.2,49.9,592284.813,4267620
-121.940914,38.552212,19,52,592284.875,4267618.5
-121.940914,38.552193,21.8,52.3,592284.875,4267616.5
-121.940915,38.552183,21,49.2,592284.25,4267615
-121.940915,38.552173,21.2,48.9,592284.25,4267614.5
-121.940915,38.552151,19.1,45.9,592284.25,4267612
-121.940915,38.552132,19.5,50.1,592284.313,4267609.5
-121.940914,38.552011,19.1,47.8,592285.125,4267596
-121.940915,38.551895,20,48.8,592284.563,4267583.5
-121.940915,38.551847,16.5,49.8,592284.625,4267578
-121.940915,38.551838,16.8,41.8,592284.688,4267577
-121.940915,38.551785,16.9,44.8,592284.75,4267571
-121.940915,38.551776,17.8,44,592284.75,4267570.5
-121.940915,38.551756,19.6,43.3,592284.75,4267568
-121.940915,38.551735,17.1,43.4,592284.813,4267565.5
-121.940915,38.551726,16.6,45.6,592284.813,4267565
-121.940915,38.551714,18,47.6,592284.813,4267563.5
-121.940915,38.55169,18.8,47.8,592284.875,4267560.5
-121.940915,38.55167,19.1,42.7,592284.875,4267558.5
-121.940916,38.55166,19.5,43.2,592284.875,4267557
-121.940915,38.551596,18.2,45.1,592284.938,4267550.5
-121.940915,38.551584,19.8,45.1,592285,4267548.5
-121.940915,38.551568,20.1,43.6,592285,4267547
-121.940915,38.55154,19.9,43,592285.063,4267544
-121.940915,38.551516,19.3,41.6,592285.063,4267541.5
-121.940915,38.551504,19.1,42.3,592285.063,4267540
-121.940916,38.551488,18.5,44.1,592285.125,4267538
-121.940916,38.551461,19.6,42.1,592285.125,4267535
-121.940916,38.551434,20.2,40.5,592285.188,4267532
-121.940916,38.551403,21.2,41.1,592285.188,4267529
-121.940917,38.55138,22.3,44.4,592285.25,4267526.5
-121.940917,38.551369,23.6,46.3,592285.25,4267525
-121.940916,38.5513,21.9,48.1,592285.375,4267517.5
-121.940917,38.551231,25.4,47.7,592285.438,4267510
-121.940918,38.551224,25.5,48.1,592285.438,4267509
-121.940918,38.551207,24.1,48.1,592285.438,4267507
-121.940918,38.551186,24.1,47.2,592285.5,4267504.5
-121.940918,38.551163,26.4,50.7,592285.5,4267502
-121.940918,38.551139,27.3,51.7,592285.563,4267499.5
-121.940918,38.551124,27.5,54,592285.563,4267498
-121.940918,38.551106,29.6,54.8,592285.625,4267496
-121.940918,38.551095,29.4,55.6,592285.625,4267494.5
-121.940919,38.551082,29.7,55.6,592285.625,4267493
-121.94092,38.551063,27.2,57.3,592285.625,4267491
-121.94092,38.551046,24.4,57.2,592285.688,4267489
-121.94092,38.551035,19.9,55.5,592285.688,4267488
-121.94104,38.551073,26.1,-25,592275,4267492
-121.94104,38.55108,26.6,57.1,592275,4267492.5
-121.941039,38.551091,27,58.2,592275,4267494
-121.941039,38.551103,25.9,56,592274.938,4267495
-121.941038,38.551111,25.8,49.7,592274.938,4267496
-121.941038,38.551119,23.3,49.3,592274.938,4267497.5
-121.941039,38.551134,22.9,46,592274.938,4267498.5
-121.941039,38.551147,23.7,42.4,592274.938,4267500.5
-121.941039,38.551153,24.7,41.1,592274.875,4267500.5
-121.941039,38.551161,25.1,41.5,592274.875,4267502
-121.941039,38.551171,22.7,41,592274.875,4267503
-121.941039,38.551178,23.7,41,592274.875,4267503.5
-121.941039,38.551187,23.7,39.7,592274.875,4267504.5
-121.941039,38.551198,22.8,40.1,592274.813,4267506
-121.941039,38.551208,22.3,41.3,592274.813,4267507
-121.941039,38.551219,21.8,39.3,592274.813,4267508.5
-121.941038,38.551234,22.9,39.2,592274.813,4267510
-121.941038,38.551248,21.2,38.3,592274.75,4267511.5
-121.941037,38.551255,20.6,40,592274.75,4267512
-121.941037,38.551304,22.9,38.3,592274.688,4267517.5
-121.941037,38.551319,21,39.3,592274.688,4267519.5
-121.941037,38.551339,21.4,40,592274.688,4267521.5
-121.941037,38.551356,20.9,40.3,592274.625,4267523.5
-121.941036,38.551371,19,35.9,592275.313,4267525.5
-121.941037,38.551392,19.7,36.8,592274.625,4267527.5
-121.941037,38.551415,19.4,38,592274.563,4267530
-121.941036,38.55143,19.7,39.6,592275.188,4267531.5
-121.941036,38.551451,19.6,39.6,592275.188,4267534
-121.941035,38.551474,20.5,42.5,592275.125,4267536.5
-121.941035,38.551486,20.8,44.2,592275.125,4267538
-121.941037,38.551532,20.2,44.7,592274.438,4267543
-121.941037,38.551548,19.6,43.5,592274.375,4267545
-121.941036,38.551556,18.8,45.7,592275.063,4267545.5
-121.941036,38.551564,18.7,46,592275.063,4267546.5
-121.941037,38.551575,19.6,47.1,592274.375,4267547.5
-121.941037,38.551582,19.8,50.4,592274.375,4267548.5
-121.941036,38.551593,18.6,49.8,592275,4267550
-121.941036,38.551608,17.9,49.3,592275,4267551.5
-121.941037,38.551618,17.7,52.2,592274.313,4267552.5
-121.941037,38.551623,17.1,54.2,592274.313,4267553
-121.941036,38.551643,17.3,52.6,592274.938,4267555.5
